product_name,quantity,price,date
mango,26,250.99,2021-03-13
pear,93,15.7,2021-09-19
cigarettes,17,123.0,2022-09-10
pear,66,15.7,2023-04-16
pear,54,15.7,2023-05-29
bread,86,15.4,2023-06-25
cigarettes,76,123.0,2021-06-17
bread,86,15.4,2022-09-26
apple,38,10.5,2023-07-16
apple,62,10.5,2023-01-17
cherry,29,25.6,2023-01-07
pear,90,15.7,2022-03-10
mango,14,250.99,2023-10-14
cherry,10,25.6,2022-07-02
pear,2,15.7,2021-08-20
mango,71,250.99,2022-09-28
mango,11,250.99,2022-09-06
mango,60,250.99,2021-05-02
cherry,1,25.6,2021-02-14
apple,93,10.5,2023-07-10
cherry,4,25.6,2023-02-23
cherry,65,25.6,2022-03-30
mango,21,250.99,2021-01-17
apple,93,10.5,2021-03-18
cigarettes,67,123.0,2021-06-01
apple,68,10.5,2022-05-02
bread,11,15.4,2023-06-20
bread,11,15.4,2022-05-12
cigarettes,32,123.0,2021-05-22
cigarettes,88,123.0,2021-01-19
bread,64,15.4,2022-02-26
cherry,94,25.6,2022-03-02
bread,84,15.4,2023-03-22
bread,89,15.4,2022-02-27
mango,59,250.99,2022-02-13
apple,92,10.5,2023-01-13
bread,28,15.4,2022-08-20
bread,5,15.4,2021-11-11
mango,60,250.99,2023-10-22
bread,22,15.4,2021-03-13
bread,35,15.4,2023-09-25
pear,28,15.7,2022-10-04
bread,90,15.4,2023-02-02
mango,88,250.99,2022-01-14
pear,24,15.7,2023-06-27
cigarettes,66,123.0,2023-11-15
cherry,21,25.6,2021-11-16
bread,58,15.4,2023-03-22
pear,19,15.7,2022-02-14
mango,71,250.99,2023-03-01
apple,37,10.5,2022-09-24
mango,18,250.99,2023-07-11
mango,30,250.99,2023-11-26
cherry,57,25.6,2022-07-04
apple,1,10.5,2021-09-01
apple,46,10.5,2021-09-06
cigarettes,64,123.0,2023-07-20
cherry,3,25.6,2022-07-24
cherry,26,25.6,2022-03-13
cigarettes,93,123.0,2021-09-29
mango,23,250.99,2021-06-30
mango,48,250.99,2023-08-07
mango,96,250.99,2022-06-20
cherry,45,25.6,2021-02-15
pear,5,15.7,2023-05-06
mango,72,250.99,2023-03-29
bread,80,15.4,2023-02-22
cherry,35,25.6,2023-09-02
apple,31,10.5,2021-07-13
mango,81,250.99,2022-09-30
cigarettes,78,123.0,2023-02-28
pear,96,15.7,2021-02-07
mango,97,250.99,2021-04-27
bread,34,15.4,2022-05-15
pear,10,15.7,2023-05-27
mango,32,250.99,2023-07-10
mango,3,250.99,2022-02-08
pear,93,15.7,2022-09-15
cigarettes,78,123.0,2023-05-06
bread,15,15.4,2021-05-16
pear,68,15.7,2022-07-25
cherry,35,25.6,2022-05-02
bread,15,15.4,2022-05-15
mango,21,250.99,2022-10-26
pear,7,15.7,2022-03-15
mango,84,250.99,2021-05-11
cherry,43,25.6,2022-11-21
mango,42,250.99,2023-10-08
apple,12,10.5,2022-02-27
cigarettes,97,123.0,2021-10-14
bread,91,15.4,2023-11-01
cherry,79,25.6,2021-02-24
pear,91,15.7,2022-11-01
cherry,92,25.6,2022-08-01
cherry,53,25.6,2022-02-19
apple,2,10.5,2022-06-01
cherry,5,25.6,2021-02-25
cherry,53,25.6,2022-01-27
cherry,18,25.6,2022-03-17
cigarettes,24,123.0,2023-06-08
apple,5,10.5,2023-01-12
cigarettes,24,123.0,2023-03-21
cherry,66,25.6,2021-05-01
bread,99,15.4,2023-08-18
cherry,12,25.6,2021-10-11
mango,6,250.99,2023-02-23
mango,43,250.99,2023-05-25
cigarettes,69,123.0,2023-10-05
mango,44,250.99,2022-09-07
mango,95,250.99,2021-02-10
pear,99,15.7,2021-11-23
mango,26,250.99,2021-05-21
pear,55,15.7,2021-02-28
cigarettes,66,123.0,2023-07-27
cherry,45,25.6,2023-01-17
mango,24,250.99,2022-10-16
cherry,65,25.6,2023-09-02
bread,81,15.4,2023-03-25
bread,59,15.4,2021-10-17
cigarettes,44,123.0,2023-10-13
pear,4,15.7,2022-10-24
cherry,31,25.6,2023-08-13
bread,16,15.4,2022-03-29
bread,32,15.4,2021-02-09
bread,23,15.4,2022-04-04
cherry,95,25.6,2022-09-06
cigarettes,47,123.0,2022-11-05
cigarettes,79,123.0,2023-06-08
pear,63,15.7,2023-10-26
bread,31,15.4,2023-05-18
bread,26,15.4,2022-07-27
apple,48,10.5,2021-09-01
pear,36,15.7,2021-01-25
cherry,62,25.6,2023-10-09
bread,98,15.4,2021-11-10
cigarettes,65,123.0,2021-10-30
bread,3,15.4,2021-11-20
cigarettes,68,123.0,2023-09-08
cigarettes,35,123.0,2023-01-03
apple,56,10.5,2023-08-11
pear,15,15.7,2022-07-13
mango,88,250.99,2022-03-03
cherry,56,25.6,2021-01-22
bread,81,15.4,2021-11-14
cherry,77,25.6,2022-05-06
pear,6,15.7,2021-03-03
cigarettes,31,123.0,2022-11-26
cigarettes,83,123.0,2023-03-21
mango,68,250.99,2022-09-27
pear,78,15.7,2022-06-20
mango,53,250.99,2021-11-30
mango,81,250.99,2022-02-16
bread,52,15.4,2022-08-18
bread,76,15.4,2021-03-19
pear,5,15.7,2021-03-09
cigarettes,22,123.0,2022-06-26
pear,27,15.7,2021-04-06
cigarettes,51,123.0,2023-11-20
cherry,21,25.6,2023-07-05
bread,5,15.4,2022-04-09
cherry,82,25.6,2021-09-30
mango,51,250.99,2023-02-26
cherry,93,25.6,2021-01-27
apple,25,10.5,2023-11-15
mango,30,250.99,2022-05-30
apple,91,10.5,2023-10-27
bread,73,15.4,2021-10-07
apple,76,10.5,2023-05-17
bread,5,15.4,2023-01-02
mango,34,250.99,2023-06-26
bread,39,15.4,2023-01-21
mango,96,250.99,2023-11-12
apple,55,10.5,2023-09-20
pear,95,15.7,2021-10-14
bread,46,15.4,2023-04-10
pear,81,15.7,2021-03-25
apple,20,10.5,2022-04-26
bread,91,15.4,2021-11-27
bread,79,15.4,2022-01-19
pear,96,15.7,2023-08-08
cigarettes,37,123.0,2023-08-12
apple,89,10.5,2023-01-24
pear,78,15.7,2021-07-02
cigarettes,48,123.0,2023-03-20
mango,93,250.99,2021-10-13
bread,62,15.4,2023-04-06
apple,74,10.5,2022-04-21
apple,78,10.5,2023-09-11
bread,85,15.4,2022-10-05
cherry,45,25.6,2021-01-15
apple,94,10.5,2021-10-05
apple,98,10.5,2023-03-28
cigarettes,63,123.0,2023-09-23
bread,73,15.4,2023-03-10
bread,89,15.4,2021-02-15
pear,93,15.7,2021-02-03
bread,48,15.4,2022-11-03
mango,32,250.99,2022-07-11
pear,51,15.7,2021-11-09
cherry,66,25.6,2021-10-10
cigarettes,24,123.0,2023-08-17
cherry,27,25.6,2022-11-06
pear,16,15.7,2021-10-05
bread,45,15.4,2021-05-17
bread,88,15.4,2023-05-25
mango,42,250.99,2021-01-05
apple,57,10.5,2021-05-12
apple,86,10.5,2022-08-22
bread,99,15.4,2021-10-03
mango,19,250.99,2023-02-12
bread,16,15.4,2021-06-14
apple,55,10.5,2021-05-25
bread,42,15.4,2023-10-22
bread,84,15.4,2023-05-04
bread,65,15.4,2021-09-03
apple,30,10.5,2021-09-25
mango,32,250.99,2023-09-21
apple,83,10.5,2023-03-19
bread,57,15.4,2021-05-02
cherry,45,25.6,2023-08-25
pear,85,15.7,2022-11-14
cigarettes,5,123.0,2021-07-03
cigarettes,57,123.0,2023-09-15
mango,80,250.99,2022-05-05
cigarettes,58,123.0,2023-01-25
pear,64,15.7,2023-09-06
cigarettes,47,123.0,2021-10-22
mango,74,250.99,2022-04-10
pear,19,15.7,2023-05-07
apple,17,10.5,2022-04-21
cigarettes,88,123.0,2022-07-26
cigarettes,32,123.0,2021-03-12
bread,29,15.4,2021-11-24
apple,24,10.5,2023-10-19
cherry,53,25.6,2021-09-25
apple,79,10.5,2022-03-05
cherry,55,25.6,2023-11-01
pear,58,15.7,2022-07-01
apple,65,10.5,2021-11-02
mango,9,250.99,2023-03-27
cigarettes,71,123.0,2021-02-21
cigarettes,92,123.0,2021-07-26
apple,94,10.5,2021-06-19
apple,4,10.5,2023-03-01
apple,99,10.5,2021-10-10
cigarettes,51,123.0,2021-01-15
cigarettes,60,123.0,2021-09-09
bread,39,15.4,2022-06-03
cigarettes,28,123.0,2022-05-23
pear,30,15.7,2021-11-22
cigarettes,21,123.0,2022-04-24
cherry,58,25.6,2022-03-21
bread,68,15.4,2021-03-04
cigarettes,2,123.0,2021-04-30
bread,23,15.4,2023-03-14
apple,25,10.5,2023-08-15
cigarettes,6,123.0,2022-09-11
mango,90,250.99,2023-05-08
cherry,57,25.6,2023-04-07
cigarettes,86,123.0,2021-04-11
mango,74,250.99,2022-05-16
cherry,89,25.6,2022-04-18
pear,6,15.7,2021-04-24
pear,49,15.7,2022-10-21
cherry,59,25.6,2023-09-26
mango,78,250.99,2022-06-02
cigarettes,74,123.0,2021-04-16
cherry,30,25.6,2023-07-26
cherry,39,25.6,2022-10-19
cigarettes,89,123.0,2022-05-12
mango,50,250.99,2023-09-10
mango,71,250.99,2022-09-08
pear,22,15.7,2023-09-13
apple,84,10.5,2023-07-10
cigarettes,88,123.0,2023-04-03
pear,57,15.7,2021-11-17
pear,76,15.7,2022-03-14
cigarettes,6,123.0,2021-03-24
bread,59,15.4,2022-03-25
mango,85,250.99,2022-03-10
cigarettes,71,123.0,2021-05-08
cigarettes,69,123.0,2021-10-29
cherry,87,25.6,2021-05-17
pear,84,15.7,2022-09-16
mango,95,250.99,2021-01-09
apple,5,10.5,2023-09-01
mango,93,250.99,2023-05-01
apple,40,10.5,2021-08-11
cherry,32,25.6,2023-07-22
cherry,55,25.6,2023-08-29
cigarettes,31,123.0,2021-09-22
cigarettes,51,123.0,2023-02-08
bread,58,15.4,2022-01-07
apple,20,10.5,2021-05-14
bread,85,15.4,2021-10-24
apple,54,10.5,2022-10-28
apple,12,10.5,2021-07-14
bread,19,15.4,2021-01-03
apple,64,10.5,2021-01-03
pear,73,15.7,2021-07-18
cherry,62,25.6,2022-09-30
apple,90,10.5,2023-09-19
bread,16,15.4,2022-05-10
apple,29,10.5,2021-09-18
mango,73,250.99,2021-03-28
cigarettes,64,123.0,2021-04-08
cigarettes,8,123.0,2022-01-03
bread,86,15.4,2022-08-12
mango,36,250.99,2023-06-10
cigarettes,78,123.0,2022-05-01
apple,29,10.5,2023-03-08
mango,80,250.99,2022-11-23
pear,70,15.7,2023-03-11
pear,36,15.7,2021-11-21
apple,88,10.5,2021-07-16
mango,30,250.99,2023-05-13
pear,95,15.7,2023-07-17
cherry,62,25.6,2023-07-29
pear,78,15.7,2023-05-08
mango,19,250.99,2021-03-30
mango,4,250.99,2022-01-16
pear,3,15.7,2021-11-22
apple,17,10.5,2023-03-01
apple,78,10.5,2021-11-19
apple,74,10.5,2022-03-26
pear,8,15.7,2022-10-02
cherry,87,25.6,2021-09-02
cigarettes,70,123.0,2023-11-23
pear,37,15.7,2022-10-22
bread,46,15.4,2021-11-19
pear,73,15.7,2023-07-13
cigarettes,3,123.0,2021-07-15
cigarettes,26,123.0,2021-02-02
bread,92,15.4,2023-10-10
bread,69,15.4,2023-04-20
cherry,77,25.6,2023-08-15
apple,2,10.5,2023-08-19
pear,6,15.7,2023-08-14
pear,88,15.7,2022-06-16
mango,99,250.99,2021-06-24
apple,11,10.5,2021-02-20
pear,74,15.7,2023-08-05
apple,86,10.5,2021-06-27
cherry,41,25.6,2023-10-13
bread,96,15.4,2023-08-01
cherry,72,25.6,2021-08-10
pear,37,15.7,2023-11-15
cherry,41,25.6,2023-09-03
cigarettes,51,123.0,2023-10-06
bread,14,15.4,2023-10-29
bread,18,15.4,2021-02-13
pear,30,15.7,2022-07-22
mango,87,250.99,2022-04-02
cherry,96,25.6,2021-07-19
cigarettes,8,123.0,2023-10-19
mango,23,250.99,2023-04-20
bread,75,15.4,2021-06-29
apple,71,10.5,2021-05-09
cherry,84,25.6,2021-06-24
pear,61,15.7,2023-08-22
mango,95,250.99,2023-06-27
cigarettes,6,123.0,2021-11-22
bread,5,15.4,2023-01-22
pear,48,15.7,2021-11-06
bread,27,15.4,2022-06-23
apple,99,10.5,2021-09-21
mango,53,250.99,2021-06-17
apple,30,10.5,2022-03-20
cigarettes,19,123.0,2021-06-17
cigarettes,15,123.0,2022-09-20
cigarettes,79,123.0,2023-06-27
cigarettes,65,123.0,2023-03-03
cigarettes,80,123.0,2023-02-10
pear,74,15.7,2022-07-26
cigarettes,99,123.0,2022-01-15
mango,97,250.99,2022-05-02
apple,20,10.5,2023-06-23
pear,46,15.7,2022-08-04
bread,40,15.4,2023-06-20
pear,7,15.7,2021-05-05
apple,23,10.5,2021-01-27
cigarettes,8,123.0,2023-02-24
pear,9,15.7,2023-06-01
cherry,49,25.6,2021-08-21
pear,78,15.7,2022-08-14
bread,49,15.4,2022-03-18
mango,81,250.99,2023-10-04
cherry,69,25.6,2021-10-20
apple,78,10.5,2023-08-25
mango,34,250.99,2021-07-15
mango,31,250.99,2022-05-11
mango,17,250.99,2023-02-06
cherry,54,25.6,2023-11-06
mango,55,250.99,2021-04-25
apple,11,10.5,2021-06-10
bread,30,15.4,2023-02-24
bread,25,15.4,2022-06-19
mango,3,250.99,2023-04-18
mango,33,250.99,2021-09-17
apple,48,10.5,2022-03-30
cherry,88,25.6,2021-08-30
mango,92,250.99,2023-09-12
apple,76,10.5,2022-02-08
cherry,33,25.6,2023-04-13
bread,47,15.4,2022-11-24
bread,77,15.4,2022-01-05
cherry,98,25.6,2022-10-14
bread,63,15.4,2023-03-30
bread,39,15.4,2021-02-01
apple,50,10.5,2023-03-10
cigarettes,8,123.0,2023-02-14
bread,66,15.4,2022-03-02
pear,99,15.7,2023-09-01
pear,99,15.7,2021-11-27
pear,30,15.7,2022-06-08
pear,83,15.7,2022-04-08
cigarettes,96,123.0,2023-02-20
mango,92,250.99,2021-09-30
mango,85,250.99,2022-05-01
mango,17,250.99,2021-09-06
bread,28,15.4,2022-03-19
pear,2,15.7,2022-01-20
pear,53,15.7,2023-06-18
bread,4,15.4,2021-07-02
cigarettes,28,123.0,2023-07-20
cherry,28,25.6,2021-11-14
pear,53,15.7,2022-09-15
apple,47,10.5,2021-08-30
cigarettes,10,123.0,2022-03-20
mango,5,250.99,2021-03-21
cherry,84,25.6,2021-08-17
pear,39,15.7,2023-11-03
cigarettes,99,123.0,2023-08-13
cigarettes,11,123.0,2023-08-06
cherry,73,25.6,2023-07-14
mango,56,250.99,2023-03-13
cherry,72,25.6,2021-04-29
pear,47,15.7,2021-11-22
cherry,93,25.6,2022-11-28
cherry,77,25.6,2023-09-13
pear,69,15.7,2023-08-02
cigarettes,96,123.0,2023-05-30
apple,51,10.5,2022-08-06
bread,83,15.4,2022-02-13
cherry,3,25.6,2022-11-12
cherry,10,25.6,2021-03-16
cigarettes,37,123.0,2023-04-15
cherry,18,25.6,2023-03-16
cherry,68,25.6,2022-11-30
pear,99,15.7,2021-07-27
pear,63,15.7,2022-09-12
apple,78,10.5,2022-03-09
cigarettes,11,123.0,2023-02-25
apple,14,10.5,2023-10-23
cherry,63,25.6,2021-02-28
pear,48,15.7,2022-07-02
pear,83,15.7,2021-11-23
cigarettes,44,123.0,2021-04-15
cherry,17,25.6,2023-02-08
cigarettes,57,123.0,2022-04-13
apple,10,10.5,2022-06-09
apple,83,10.5,2021-03-24
pear,56,15.7,2021-03-20
cherry,27,25.6,2022-08-29
apple,26,10.5,2021-07-06
apple,48,10.5,2022-11-15
pear,14,15.7,2023-11-04
cigarettes,22,123.0,2022-08-03
mango,70,250.99,2023-01-18
apple,54,10.5,2021-06-29
mango,80,250.99,2022-11-13
apple,30,10.5,2023-08-09
mango,7,250.99,2023-07-30
mango,21,250.99,2021-05-13
apple,49,10.5,2023-09-09
bread,57,15.4,2021-02-25
cherry,44,25.6,2022-05-08
cherry,68,25.6,2022-07-13
cigarettes,47,123.0,2021-08-20
pear,86,15.7,2023-03-20
bread,81,15.4,2021-04-20
cherry,20,25.6,2023-07-05
pear,83,15.7,2022-05-29
cherry,42,25.6,2022-10-07
bread,76,15.4,2022-04-09
pear,30,15.7,2023-11-11
mango,68,250.99,2022-11-15
mango,20,250.99,2021-09-14
mango,47,250.99,2021-10-09
cherry,75,25.6,2023-10-07
pear,30,15.7,2023-01-11
cigarettes,44,123.0,2022-01-09
pear,68,15.7,2023-11-10
apple,69,10.5,2023-05-26
cherry,41,25.6,2021-08-28
bread,56,15.4,2023-08-05
pear,45,15.7,2023-01-01
pear,67,15.7,2023-02-19
cherry,58,25.6,2022-01-11
cherry,94,25.6,2022-04-22
cigarettes,91,123.0,2023-01-14
cherry,80,25.6,2022-10-11
mango,62,250.99,2022-02-07
pear,27,15.7,2022-05-19
bread,92,15.4,2021-01-07
mango,1,250.99,2022-06-10
pear,87,15.7,2023-11-21
cherry,58,25.6,2021-08-26
pear,84,15.7,2021-10-17
pear,85,15.7,2022-03-18
bread,80,15.4,2021-04-10
mango,13,250.99,2023-07-10
apple,8,10.5,2023-04-26
pear,68,15.7,2022-06-18
bread,53,15.4,2023-09-05
cherry,90,25.6,2022-10-04
cigarettes,53,123.0,2022-10-27
bread,40,15.4,2023-06-07
pear,91,15.7,2022-04-10
cigarettes,35,123.0,2021-08-30
pear,63,15.7,2023-03-13
mango,22,250.99,2023-02-23
bread,17,15.4,2021-01-21
pear,61,15.7,2021-11-11
cherry,88,25.6,2023-09-09
apple,89,10.5,2023-11-09
bread,82,15.4,2021-04-01
apple,80,10.5,2022-10-06
bread,83,15.4,2023-04-10
cigarettes,51,123.0,2021-06-16
mango,94,250.99,2023-01-25
cigarettes,39,123.0,2021-01-21
bread,99,15.4,2022-06-29
bread,96,15.4,2021-04-23
cigarettes,25,123.0,2023-07-19
mango,34,250.99,2022-01-18
cigarettes,70,123.0,2023-03-08
cherry,86,25.6,2022-04-21
mango,90,250.99,2022-07-01
pear,89,15.7,2022-02-20
pear,62,15.7,2021-10-02
pear,7,15.7,2022-05-24
cigarettes,27,123.0,2022-09-29
cherry,40,25.6,2022-06-28
apple,96,10.5,2022-07-09
bread,1,15.4,2021-05-17
pear,80,15.7,2023-04-06
apple,90,10.5,2021-06-09
cherry,94,25.6,2021-02-18
pear,49,15.7,2023-01-08
bread,62,15.4,2021-02-06
pear,51,15.7,2022-03-25
mango,67,250.99,2021-10-20
mango,57,250.99,2021-11-25
apple,46,10.5,2022-02-21
apple,7,10.5,2022-02-28
mango,21,250.99,2021-04-24
cigarettes,7,123.0,2022-05-10
apple,30,10.5,2021-01-08
mango,67,250.99,2021-10-05
apple,65,10.5,2022-10-14
apple,49,10.5,2023-06-05
pear,13,15.7,2021-02-03
pear,36,15.7,2022-05-29
cigarettes,28,123.0,2023-05-07
apple,92,10.5,2022-02-25
mango,44,250.99,2021-09-25
cigarettes,45,123.0,2022-02-03
bread,54,15.4,2021-05-18
cherry,17,25.6,2022-11-09
cherry,42,25.6,2023-10-09
bread,40,15.4,2021-07-10
bread,12,15.4,2023-10-17
cigarettes,39,123.0,2022-07-02
mango,50,250.99,2021-01-03
cherry,23,25.6,2022-01-12
apple,42,10.5,2022-06-18
apple,72,10.5,2022-05-06
cherry,43,25.6,2021-08-28
mango,65,250.99,2023-04-24
cherry,7,25.6,2021-02-16
cigarettes,66,123.0,2021-04-15
cigarettes,78,123.0,2023-07-05
cherry,86,25.6,2023-08-13
pear,60,15.7,2023-04-07
cherry,77,25.6,2023-02-16
apple,90,10.5,2022-07-03
apple,48,10.5,2021-10-26
cherry,3,25.6,2023-08-09
pear,89,15.7,2021-08-28
mango,9,250.99,2021-07-16
bread,70,15.4,2021-04-03
mango,49,250.99,2022-11-28
mango,22,250.99,2021-09-29
cherry,31,25.6,2021-07-19
apple,1,10.5,2023-01-09
cigarettes,69,123.0,2022-08-23
pear,41,15.7,2023-05-25
cigarettes,70,123.0,2021-09-24
mango,31,250.99,2021-04-16
bread,16,15.4,2023-06-15
apple,85,10.5,2022-09-18
cherry,42,25.6,2023-02-03
pear,90,15.7,2023-02-21
bread,46,15.4,2022-11-21
cherry,75,25.6,2022-03-11
bread,46,15.4,2023-06-27
pear,79,15.7,2021-01-11
cigarettes,38,123.0,2021-05-26
cherry,61,25.6,2023-03-19
bread,62,15.4,2023-02-21
bread,24,15.4,2021-09-27
apple,14,10.5,2023-01-21
cigarettes,11,123.0,2023-10-25
mango,25,250.99,2022-04-29
cherry,6,25.6,2022-02-01
apple,81,10.5,2023-06-01
mango,34,250.99,2022-07-19
pear,58,15.7,2021-05-06
cherry,74,25.6,2023-08-11
apple,30,10.5,2022-03-24
apple,36,10.5,2021-01-05
bread,8,15.4,2022-03-04
bread,39,15.4,2021-04-17
apple,52,10.5,2023-05-22
apple,72,10.5,2021-07-30
mango,30,250.99,2021-11-05
cherry,70,25.6,2023-03-05
cigarettes,8,123.0,2023-09-13
apple,13,10.5,2022-02-18
cherry,42,25.6,2023-08-25
mango,8,250.99,2023-06-09
cherry,18,25.6,2021-09-22
cherry,79,25.6,2023-04-08
pear,56,15.7,2023-05-30
apple,92,10.5,2022-01-14
cherry,90,25.6,2022-07-17
pear,67,15.7,2021-05-08
cigarettes,66,123.0,2023-11-02
pear,46,15.7,2022-06-04
cherry,52,25.6,2022-03-15
cherry,16,25.6,2021-05-21
bread,63,15.4,2022-08-20
cigarettes,30,123.0,2021-09-07
pear,72,15.7,2021-01-23
pear,81,15.7,2021-02-23
mango,89,250.99,2023-09-26
mango,34,250.99,2021-04-06
apple,92,10.5,2021-05-30
mango,51,250.99,2023-11-09
pear,28,15.7,2021-01-30
pear,82,15.7,2023-06-16
mango,41,250.99,2022-11-23
bread,69,15.4,2021-07-01
apple,12,10.5,2023-08-20
pear,34,15.7,2022-02-20
bread,27,15.4,2022-04-07
bread,1,15.4,2022-06-06
cigarettes,50,123.0,2021-10-25
pear,23,15.7,2023-06-08
mango,48,250.99,2023-07-26
apple,37,10.5,2022-02-07
apple,75,10.5,2023-10-30
pear,80,15.7,2023-03-15
pear,14,15.7,2022-08-23
apple,12,10.5,2023-06-11
cherry,83,25.6,2022-09-18
cigarettes,51,123.0,2023-11-07
bread,2,15.4,2022-03-18
pear,51,15.7,2021-08-08
bread,21,15.4,2021-03-19
apple,13,10.5,2023-11-23
apple,46,10.5,2022-02-19
apple,28,10.5,2022-06-13
cigarettes,20,123.0,2023-04-25
pear,7,15.7,2022-05-15
mango,91,250.99,2022-08-28
cherry,25,25.6,2021-03-27
cherry,76,25.6,2021-01-11
pear,70,15.7,2021-02-28
cherry,18,25.6,2021-02-24
mango,58,250.99,2021-10-09
cigarettes,81,123.0,2023-05-03
cherry,22,25.6,2021-10-29
cherry,27,25.6,2023-07-27
cigarettes,79,123.0,2021-08-04
pear,42,15.7,2023-05-25
bread,2,15.4,2021-06-05
pear,10,15.7,2023-10-18
apple,38,10.5,2022-01-16
apple,24,10.5,2023-09-23
cigarettes,70,123.0,2022-10-21
pear,85,15.7,2023-07-03
bread,39,15.4,2023-11-06
cigarettes,7,123.0,2022-11-18
cherry,88,25.6,2023-09-04
bread,7,15.4,2021-07-17
cigarettes,56,123.0,2021-04-28
apple,51,10.5,2022-04-29
pear,26,15.7,2023-10-28
mango,51,250.99,2021-07-28
mango,31,250.99,2021-02-23
mango,5,250.99,2021-04-26
apple,99,10.5,2023-08-30
bread,73,15.4,2022-02-22
apple,59,10.5,2021-01-22
cigarettes,73,123.0,2021-10-07
mango,78,250.99,2021-05-13
cherry,12,25.6,2022-03-04
mango,45,250.99,2022-08-08
cigarettes,68,123.0,2023-05-22
pear,39,15.7,2021-09-23
cigarettes,75,123.0,2022-08-30
bread,57,15.4,2022-09-03
mango,27,250.99,2021-01-20
cherry,24,25.6,2023-04-10
pear,28,15.7,2021-08-02
mango,7,250.99,2021-05-28
cigarettes,83,123.0,2021-08-12
bread,55,15.4,2021-06-23
pear,6,15.7,2022-07-19
mango,38,250.99,2023-02-19
pear,6,15.7,2023-07-13
pear,7,15.7,2021-07-05
mango,80,250.99,2021-09-04
pear,57,15.7,2022-02-13
mango,54,250.99,2022-06-19
cherry,71,25.6,2022-09-23
apple,92,10.5,2022-07-09
apple,91,10.5,2021-05-04
cherry,61,25.6,2021-06-09
mango,18,250.99,2021-05-08
pear,2,15.7,2022-06-18
mango,66,250.99,2021-06-17
apple,4,10.5,2022-11-21
mango,13,250.99,2022-11-04
apple,15,10.5,2022-08-08
bread,54,15.4,2021-01-10
mango,24,250.99,2021-04-22
apple,2,10.5,2023-10-26
mango,61,250.99,2021-11-28
bread,94,15.4,2021-10-17
pear,81,15.7,2021-01-20
pear,36,15.7,2022-01-03
pear,62,15.7,2023-01-20
cherry,40,25.6,2023-04-27
bread,89,15.4,2021-07-06
bread,4,15.4,2021-11-27
cherry,80,25.6,2023-04-21
mango,64,250.99,2021-10-18
apple,43,10.5,2021-09-01
mango,98,250.99,2022-06-14
pear,58,15.7,2023-05-16
cigarettes,40,123.0,2023-06-27
bread,73,15.4,2023-01-21
apple,48,10.5,2022-02-28
apple,59,10.5,2021-06-30
mango,63,250.99,2022-02-27
pear,88,15.7,2021-03-01
mango,70,250.99,2023-05-20
cigarettes,99,123.0,2022-08-07
bread,61,15.4,2023-06-05
cigarettes,10,123.0,2021-04-18
cherry,10,25.6,2022-11-20
apple,1,10.5,2022-04-12
mango,67,250.99,2022-02-01
cherry,7,25.6,2023-01-25
bread,79,15.4,2023-04-05
cigarettes,65,123.0,2021-01-17
mango,2,250.99,2022-01-04
pear,5,15.7,2021-04-30
cherry,49,25.6,2023-09-22
bread,46,15.4,2023-09-16
bread,72,15.4,2021-01-23
bread,48,15.4,2021-10-07
cherry,93,25.6,2023-07-30
pear,88,15.7,2023-06-29
pear,96,15.7,2022-08-25
cigarettes,68,123.0,2022-11-15
bread,58,15.4,2021-03-18
apple,59,10.5,2021-08-14
apple,2,10.5,2022-06-27
bread,62,15.4,2021-07-02
cigarettes,64,123.0,2023-11-24
apple,5,10.5,2023-05-19
mango,1,250.99,2023-08-12
bread,49,15.4,2021-06-19
apple,66,10.5,2023-10-16
bread,84,15.4,2022-09-22
cigarettes,69,123.0,2022-01-25
bread,7,15.4,2021-08-11
pear,86,15.7,2021-09-28
bread,97,15.4,2021-01-20
apple,1,10.5,2022-07-29
cherry,13,25.6,2023-10-17
pear,83,15.7,2021-09-19
cherry,74,25.6,2022-05-07
bread,36,15.4,2021-10-16
apple,80,10.5,2023-10-11
pear,75,15.7,2023-02-21
cherry,25,25.6,2023-11-05
bread,30,15.4,2021-06-12
bread,14,15.4,2021-08-24
pear,39,15.7,2023-05-11
mango,33,250.99,2023-05-14
cherry,67,25.6,2023-03-18
apple,24,10.5,2021-06-24
pear,27,15.7,2022-07-29
cherry,24,25.6,2023-08-26
pear,57,15.7,2022-03-21
cigarettes,65,123.0,2023-09-26
apple,46,10.5,2021-11-06
apple,4,10.5,2021-01-16
apple,33,10.5,2023-05-17
bread,1,15.4,2021-08-11
cherry,44,25.6,2021-01-16
cherry,1,25.6,2022-03-17
cigarettes,67,123.0,2022-02-10
apple,53,10.5,2022-11-06
bread,42,15.4,2022-11-14
bread,97,15.4,2023-01-10
cherry,5,25.6,2021-08-04
apple,24,10.5,2022-06-13
bread,72,15.4,2021-06-27
mango,88,250.99,2021-04-21
bread,7,15.4,2021-10-02
cigarettes,99,123.0,2023-02-04
mango,48,250.99,2023-10-19
pear,55,15.7,2022-04-20
bread,23,15.4,2021-02-24
bread,87,15.4,2021-05-25
cigarettes,36,123.0,2022-07-30
apple,13,10.5,2022-11-19
pear,35,15.7,2021-05-10
bread,37,15.4,2021-10-19
bread,94,15.4,2023-07-09
apple,85,10.5,2021-04-27
mango,93,250.99,2023-02-08
apple,30,10.5,2021-07-05
apple,34,10.5,2022-10-29
mango,93,250.99,2021-05-02
bread,78,15.4,2021-04-21
